# Smoothed IR Spectrum. Original file: week10_averaged_spectra.dat, FWHM: 30 cm^-1
# Column 1: Wavenumber (cm^-1)
# Column 2: Intensity (a.u.)
0.000000 1802040.793761
0.333564 1857763.721326
0.667128 1914470.851710
1.000692 1972152.768607
1.334256 2030783.783641
1.667820 2090358.376294
2.001384 2150869.075047
2.334948 2212294.014055
2.668512 2274629.264074
3.002076 2337855.737460
3.335640 2401958.003167
3.669204 2466914.187301
4.002768 2532720.081068
4.336332 2599363.305942
4.669896 2666820.094662
5.003460 2735080.368176
5.337024 2804133.561227
5.670588 2873925.874834
6.004152 2944432.901167
6.337716 3015663.959316
6.671280 3087585.633459
7.004844 3160186.012570
7.338408 3233437.884171
7.671972 3307302.730974
8.005536 3381767.387450
8.339100 3456810.318505
8.672664 3532420.535379
9.006228 3608570.856520
9.339792 3685211.385329
9.673356 3762319.205848
10.006920 3839889.217293
10.340484 3917903.582525
10.674048 3996332.115921
11.007612 4075147.781762
11.341176 4154314.633179
11.674740 4233799.085769
12.008304 4313575.839981
12.341868 4393625.465367
12.675432 4473914.700831
13.008996 4554424.183481
13.342560 4635135.629208
13.676124 4716016.031348
14.009688 4797029.301155
14.343252 4878172.325384
14.676816 4959410.270100
15.010380 5040714.213113
15.343944 5122045.851303
15.677508 5203382.974454
16.011072 5284717.067490
16.344636 5366011.373067
16.678200 5447229.199502
17.011764 5528379.451691
17.345328 5609411.740649
17.678892 5690293.429031
18.012456 5771012.254114
18.346020 5851538.411409
18.679584 5931840.029657
19.013148 6011916.086652
19.346712 6091734.597863
19.680276 6171266.111796
20.013840 6250489.786328
20.347404 6329368.386982
20.680968 6407895.665824
21.014532 6486050.492927
21.348096 6563801.053171
21.681660 6641118.606273
22.015224 6717985.221777
22.348788 6794384.074427
22.682352 6870296.629414
23.015916 6945698.316116
23.349480 7020578.764264
23.683044 7094920.966890
24.016608 7168684.122360
24.350172 7241848.902139
24.683736 7314424.817169
25.017300 7386365.332180
25.350864 7457664.316999
25.684428 7528293.822986
26.017992 7598244.036451
26.351556 7667511.595818
26.685120 7736057.738024
27.018684 7803884.859689
27.352248 7870975.804788
27.685812 7937311.321308
28.019376 8002875.500074
28.352940 8067643.680916
28.686504 8131619.908905
29.020068 8194796.188859
29.353632 8257157.025867
29.687196 8318673.629685
30.020760 8379349.888249
30.354324 8439167.703490
30.687888 8498127.768469
31.021452 8556207.522731
31.355016 8613410.438400
31.688580 8669718.993188
32.022144 8725131.872932
32.355708 8779651.949693
32.689272 8833277.858955
33.022836 8886015.730273
33.356400 8937827.332797
33.689964 8988705.211572
34.023528 9038663.143380
34.357092 9087695.109530
34.690656 9135820.113409
35.024220 9183052.634418
35.357784 9229351.609342
35.691348 9274716.920591
36.024912 9319154.640604
36.358476 9362679.890214
36.692040 9405293.395325
37.025604 9447008.504066
37.359168 9487819.003390
37.692732 9527715.187629
38.026296 9566749.158060
38.359860 9604894.592938
38.693424 9642167.607303
39.026988 9678584.861980
39.360552 9714142.318820
39.694116 9748860.354416
40.027680 9782721.212210
40.361244 9815760.916452
40.694808 9847984.046454
41.028372 9879406.472246
41.361936 9910045.924530
41.695500 9939908.689624
42.029064 9969014.249744
42.362628 9997377.591787
42.696192 10024993.916290
43.029756 10051888.853921
43.363320 10078074.065150
43.696884 10103580.561398
44.030448 10128421.701054
44.364012 10152593.167545
44.697576 10176130.853686
45.031140 10199055.240042
45.364704 10221376.558322
45.698268 10243097.943393
46.031832 10264268.360167
46.365396 10284883.973731
46.698960 10304947.272527
47.032524 10324492.852672
47.366088 10343545.483761
47.699652 10362121.564028
48.033216 10380231.613327
48.366780 10397875.351494
48.700344 10415088.209482
49.033908 10431887.102301
49.367472 10448272.725344
49.701036 10464277.082751
50.034600 10479924.002202
50.368164 10495216.110692
50.701728 10510159.175529
51.035292 10524770.635821
51.368856 10539067.208444
51.702420 10553071.526508
52.035984 10566798.337379
52.369548 10580245.384548
52.703112 10593428.639936
53.036676 10606367.766058
53.370240 10619079.735247
53.703804 10631566.166854
54.037368 10643846.111367
54.370932 10655921.559544
54.704496 10667792.874949
55.038060 10679466.931100
55.371624 10690962.242059
55.705188 10702291.445545
56.038752 10713454.884300
56.372316 10724466.443753
56.705880 10735323.581986
57.039444 10746033.987450
57.373008 10756606.873638
57.706572 10767037.127376
58.040136 10777333.528764
58.373700 10787495.872676
58.707264 10797511.278118
59.040828 10807397.889136
59.374392 10817138.682004
59.707956 10826757.055198
60.041520 10836248.868119
60.375084 10845595.088120
60.708648 10854826.229126
61.042212 10863924.030601
61.375776 10872854.403657
61.709340 10881631.714089
62.042904 10890251.302907
62.376468 10898722.524967
62.710032 10907026.803222
63.043596 10915168.010551
63.377160 10923138.604519
63.710724 10930938.317683
64.044288 10938551.348249
64.377852 10945970.650109
64.711416 10953191.770051
65.044980 10960190.599616
65.378544 10966972.647009
65.712108 10973538.146370
66.045672 10979880.148908
66.379236 10985976.920200
66.712800 10991815.706129
67.046364 10997388.513442
67.379928 11002683.579963
67.713492 11007703.056344
68.047056 11012437.881940
68.380620 11016852.635772
68.714184 11020943.902786
69.047748 11024718.160841
69.381312 11028177.291289
69.714876 11031294.344254
70.048440 11034043.430933
70.382004 11036422.375975
70.715568 11038418.790022
71.049132 11040031.961299
71.382696 11041224.071074
71.716260 11042018.995867
72.049824 11042411.682899
72.383388 11042387.174835
72.716952 11041923.023698
73.050516 11041020.168985
73.384080 11039668.455710
73.717644 11037854.216475
74.051208 11035574.265356
74.384772 11032815.268315
74.718336 11029567.380811
75.051900 11025846.749661
75.385464 11021630.893022
75.719028 11016912.420827
76.052592 11011688.656088
76.386156 11005958.957644
76.719720 10999721.083287
77.053284 10992961.197647
77.386848 10985673.770117
77.720412 10977865.521155
78.053976 10969534.078438
78.387540 10960669.695340
78.721104 10951260.104115
79.054668 10941324.404203
79.388232 10930854.493055
79.721796 10919850.276866
80.055360 10908321.046357
80.388924 10896272.119577
80.722488 10883699.534899
81.056052 10870596.958312
81.389616 10856989.709456
81.723180 10842860.553810
82.056744 10828222.460313
82.390308 10813091.691684
82.723872 10797456.576889
83.057436 10781325.336873
83.391000 10764704.460317
83.724564 10747586.942716
84.058128 10729984.198268
84.391692 10711969.443436
84.725256 10693526.754168
85.058820 10674652.844964
85.392384 10655323.397467
85.725948 10635576.384160
86.059512 10615417.644982
86.393076 10594864.510749
86.726640 10573938.598806
87.060204 10552643.827143
87.393768 10530979.281534
87.727332 10508972.261281
88.060896 10486626.803968
88.394460 10463948.501462
88.728024 10440971.981883
89.061588 10417721.592169
89.395152 10394195.205919
89.728716 10370418.944822
90.062280 10346394.162291
90.395844 10322122.776751
90.729408 10297639.425393
91.062972 10272954.631647
91.396536 10248096.957996
91.730100 10223072.149417
92.063664 10197886.856402
92.397228 10172557.399292
92.730792 10147112.885640
93.064356 10121567.320435
93.397920 10095923.031374
93.731484 10070215.423374
94.065048 10044443.766094
94.398612 10018611.873342
94.732176 9992733.167244
95.065740 9966842.296655
95.399304 9940969.486340
95.732868 9915104.598408
96.066432 9889263.415404
96.399996 9863465.922171
96.733560 9837716.322758
