# Column 1: Wavenumber (cm^-1)
# Column 2: Intensity (a.u.)
        0.00000000   1146306.88847222
        0.33356400    574799.11763764
        0.66712800    245796.90614146
        1.00069200    447953.18727435
        1.33425600    852644.76648432
        1.66782000   1566018.89719387
        2.00138400   1876949.51309783
        2.33494800    829946.88731316
        2.66851200    736452.48135945
        3.00207600    977633.98791096
        3.33564000    549474.99048667
        3.66920400   1440641.49988958
        4.00276800   2062653.10964636
        4.33633200   1805332.59689981
        4.66989600    345917.85213032
        5.00346000   2643695.57236501
        5.33702400   4272462.91958748
        5.67058800   2628232.53877443
        6.00415200   1292061.01816233
        6.33771600   1307172.21306572
        6.67128000   1167434.09015653
        7.00484400   1214793.25496188
        7.33840800   2102171.21918100
        7.67197200   1942194.49350763
        8.00553600   1579768.99494477
        8.33910000   1432847.70830152
        8.67266400    224163.25758894
        9.00622800   1972396.82595378
        9.33979200   1830929.05060491
        9.67335600   1210852.18177859
       10.00692000   1615061.90527163
       10.34048400   4308448.37623859
       10.67404800   3291930.29381562
       11.00761200   3956538.43013416
       11.34117600   4035659.48831066
       11.67474000   4533155.78291247
       12.00830400   7919225.52817637
       12.34186800   3834973.99014228
       12.67543200   1948736.54947727
       13.00899600   4750727.76316235
       13.34256000   3167823.40108717
       13.67612400   1426659.25256198
       14.00968800   4009784.03841271
       14.34325200   4699078.99319433
       14.67681600   2025864.08960798
       15.01038000   3062428.23187867
       15.34394400   4727299.08449299
       15.67750800   2849980.15146438
       16.01107200   4730851.48236616
       16.34463600  12452763.24453470
       16.67820000  15112461.31745841
       17.01176400   9161313.81656854
       17.34532800   2875404.95242980
       17.67889200    862095.25723054
       18.01245600   4782025.52414206
       18.34602000  11039188.02297537
       18.67958400  11855759.20468232
       19.01314800  11677540.95920889
       19.34671200  14894761.30299912
       19.68027600   9037028.55097745
       20.01384000   2029853.18023123
       20.34740400   2230383.99140246
       20.68096800   5644593.71153047
       21.01453200   5692165.68310355
       21.34809600   2308433.51995015
       21.68166000   9894255.52338831
       22.01522400   5647657.72411593
       22.34878800   6176361.97017776
       22.68235200   3151400.95159057
       23.01591600   4883794.03444951
       23.34948000  10934846.44586472
       23.68304400   6631360.09756727
       24.01660800   3698264.94921572
       24.35017200   7343881.58734808
       24.68373600  10468669.93014885
       25.01730000   7813404.16886421
       25.35086400   3999624.27391152
       25.68442800   4424217.97993105
       26.01799200   5361556.19564083
       26.35155600   9585600.19628148
       26.68512000   7032623.98467268
       27.01868400   7776653.61193399
       27.35224800   5613544.33510565
       27.68581200   3635114.15622403
       28.01937600   4485808.85018470
       28.35294000  15641543.29590390
       28.68650400  17768052.08870861
       29.02006800  17541872.30482238
       29.35363200  16985728.51736594
       29.68719600  14516472.58885287
       30.02076000   4750240.44480033
       30.35432400   9743885.88453552
       30.68788800   9462729.12420534
       31.02145200   2955537.37545198
       31.35501600   4793969.96644709
       31.68858000   9791410.62868259
       32.02214400  10384455.89980080
       32.35570800   4602355.98227734
       32.68927200  20113476.30050782
       33.02283600  19352851.88409219
       33.35640000  10277803.48906742
       33.68996400   6778217.29531903
       34.02352800   7168893.05221888
       34.35709200   7591721.95250250
       34.69065600  12634472.88359891
       35.02422000  16438762.25714906
       35.35778400  11096335.63780135
       35.69134800   3138324.81452920
       36.02491200   6362552.81277432
       36.35847600   5876612.87701132
       36.69204000   3550346.32693462
       37.02560400   3788016.16454200
       37.35916800   2860825.29977486
       37.69273200   5732845.21250183
       38.02629600   6850244.88691712
       38.35986000  15250447.78412529
       38.69342400  12932970.61831247
       39.02698800  10557941.31352258
       39.36055200  12435921.97208674
       39.69411600  17284045.22943264
       40.02768000  13494898.23489310
       40.36124400   2214318.17287414
       40.69480800   3385044.49233851
       41.02837200   2131917.39419468
       41.36193600   2762773.10175135
       41.69550000   8878515.77479265
       42.02906400  16783732.22234266
       42.36262800  18397584.87014885
       42.69619200  20058505.89820493
       43.02975600  20086900.76368337
       43.36332000  23576054.24568454
       43.69688400  25535326.47995709
       44.03044800  23352647.90420916
       44.36401200  21837800.93440504
       44.69757600  17633232.46719917
       45.03114000   6173829.29826813
       45.36470400  12114761.47325208
       45.69826800  17574234.89503274
       46.03183200  13412154.14488850
       46.36539600  10438952.39698828
       46.69896000   9798793.09298261
       47.03252400  10432427.39459730
       47.36608800  11893626.86450760
       47.69965200   6174179.16336218
       48.03321600   9806633.67769534
       48.36678000  11218596.52029954
       48.70034400   8815484.94098929
       49.03390800   6417281.97498516
       49.36747200   4798485.55073736
       49.70103600  18579080.80154005
       50.03460000  24714293.15156427
       50.36816400  15558938.15560948
       50.70172800   7914161.00455929
